city,colors,shape,state,time
Taylorsville,,light,GA,1/4/2007 5:10
Mohnton,RED,light,PA,1/4/2007 6:00
Manhattan,,fireball,MT,1/4/2007 6:14
Arvada,,cylinder,CO,1/4/2007 6:15
Rimrock,,other,AZ,1/4/2007 6:15
St. Joseph City,RED,formation,AZ,1/4/2007 6:16
Longmont,,formation,CO,1/4/2007 6:20
Orwigsburg,,oval,PA,1/4/2007 8:30
Santa Barbara,,disk,CA,1/4/2007 17:15
Round Rock,,various,TX,1/4/2007 18:00
Pittsfield,,light,MA,1/4/2007 19:15
Chandler,,circle,AZ,1/4/2007 22:00
Antioch,RED,fireball,CA,1/4/2007 22:46
Tacoma,,light,WA,1/4/2007 23:45
Nevada,,light,MO,1/5/2007 2:00
Kansas City,,cylinder,MO,1/5/2007 2:23
Douglas,,other,MI,1/5/2007 6:00
Palatine,,chevron,IL,1/5/2007 12:00
Blackshear,GREEN,fireball,GA,1/5/2007 18:00
San Bernardino,,triangle,CA,1/5/2007 20:00
Prescott,,teardrop,AZ,1/5/2007 20:30
Huntsville,,light,AL,1/5/2007 20:59
San Diego,,light,CA,1/5/2007 21:15
Audubon,,,IA,1/5/2007 22:08
Phoenix,,various,AZ,1/6/2007 1:01
Highland Park,,circle,IL,1/6/2007 3:58
Newtown,,circle,CT,1/6/2007 12:40
Boulder Creek,,other,CA,1/6/2007 16:30
Forest Grove,BLUE,sphere,OR,1/6/2007 18:35
Smoaks,,fireball,SC,1/6/2007 18:45
Poughkeepsie,RED,,NY,1/6/2007 19:00
Miami,,oval,FL,1/6/2007 20:00
Sturbridge,,cylinder,MA,1/6/2007 20:30
Cameron,,cone,MO,1/6/2007 23:07
Mesa,,circle,AZ,1/6/2007 23:30
Mesa,,circle,AZ,1/6/2007 23:30
Cleveland,,,OH,1/7/2007 0:00
Downey,,fireball,CA,1/7/2007 2:30
Honey Grove,,circle,TX,1/7/2007 6:30
Centralia,,circle,WA,1/7/2007 7:30
Utopia,,other,TX,1/7/2007 14:00
Allentown,,other,PA,1/7/2007 16:30
Sacramento,,teardrop,CA,1/7/2007 16:34
Edgewater,,circle,FL,1/7/2007 18:00
Centralia,,circle,WA,1/7/2007 19:30
Snohomish,,light,WA,1/7/2007 20:05
Tumwater,YELLOW,light,WA,1/7/2007 20:50
Shawnee,RED,light,OK,1/7/2007 21:30
Quincy,,oval,WA,1/8/2007 6:40
Black Canyon City,,triangle,AZ,1/8/2007 7:00
Otley,,sphere,IA,1/8/2007 15:56
Corpus Christi,,sphere,TX,1/8/2007 17:00
Ventura,,sphere,CA,1/8/2007 17:25
Las Vegas,,light,NV,1/8/2007 17:30
Los Angeles,GREEN BLUE,fireball,CA,1/8/2007 17:39
Rowesville,RED GREEN,fireball,SC,1/8/2007 18:45
Louisville,,light,AR,1/8/2007 19:00
Newington,GREEN,light,GA,1/8/2007 19:00
Tupelo,,circle,MS,1/8/2007 23:00
Hampden,ORANGE YELLOW,fireball,ME,1/8/2007 23:45
Gladstone,,other,MO,1/9/2007 1:00
Dunn,,other,NC,1/9/2007 6:00
Pontiac,,sphere,MI,1/9/2007 7:35
Morehead,,circle,KY,1/9/2007 12:00
Miami,,flash,FL,1/9/2007 18:34
Crosby,,disk,TX,1/9/2007 19:00
El Dorado,,triangle,KS,1/9/2007 19:30
East Meadow,,,NY,1/9/2007 23:39
Moore,,teardrop,OK,1/10/2007 0:05
Katy,,light,TX,1/10/2007 6:43
Orwigsburg,,sphere,PA,1/10/2007 12:00
Encinitas,,disk,CA,1/10/2007 17:27
Desoto,,fireball,MO,1/10/2007 17:35
Kissimmee,,cylinder,FL,1/10/2007 17:45
Powell,,other,OH,1/10/2007 18:15
Ludington,,circle,MI,1/10/2007 18:30
New York City,GREEN BLUE,other,NY,1/10/2007 18:45
Shawnee,,,WY,1/10/2007 19:00
Pocahontas,,light,AR,1/10/2007 20:55
Glen Ellyn,,formation,IL,1/10/2007 21:00
Greenwood,YELLOW,circle,MS,1/10/2007 21:00
Hayesville,,circle,NC,1/10/2007 22:00
Jacksonville,,light,FL,1/10/2007 22:00
Inverness,,triangle,IL,1/10/2007 22:01
Council Bluffs,,chevron,IA,1/10/2007 23:00
South Shore,GREEN,disk,KY,1/10/2007 23:00
Council Bluffs,,chevron,IA,1/10/2007 23:05
Toms River,,fireball,NJ,1/10/2007 23:30
Rockford,,triangle,IL,1/11/2007 6:45
Downingtown,,cigar,PA,1/11/2007 8:30
Riverside,,circle,CA,1/11/2007 17:45
Andover,,oval,KS,1/11/2007 18:55
McMinnville,,sphere,OR,1/11/2007 19:30
Manteca,,disk,CA,1/11/2007 20:15
St. Peters,,,MO,1/11/2007 22:19
Meriden,,circle,CT,1/12/2007 16:12
Millerton,BLUE,other,NY,1/12/2007 17:00
Boston,,fireball,MA,1/12/2007 17:09
Wellesley,,fireball,MA,1/12/2007 17:09
Dallas,,disk,TX,1/12/2007 18:00
Oxnard,,cross,CA,1/12/2007 20:00
San Antonio,,triangle,TX,1/13/2007 0:00
Lisbon,,,NH,1/13/2007 2:50
Seattle,RED GREEN,light,WA,1/13/2007 3:00
Dunnellon,,light,FL,1/13/2007 10:10
Burbank,,cylinder,CA,1/13/2007 11:15
Los Angeles,,circle,CA,1/13/2007 12:30
Tucson,,,AZ,1/13/2007 18:00
Lihue,,,HI,1/13/2007 18:10
Stockton,,triangle,CA,1/13/2007 19:30
Poland,,oval,ME,1/13/2007 20:00
Bonney Lake,,light,WA,1/13/2007 23:00
St. Clair,,flash,MO,1/14/2007 5:00
Murfreesboro,ORANGE GREEN,light,TN,1/14/2007 17:00
Carrboro,,circle,NC,1/14/2007 18:23
Bremerton,,formation,WA,1/14/2007 18:30
Chiloquin,GREEN BLUE,circle,OR,1/14/2007 19:00
Walnut Creek,,,CA,1/14/2007 19:00
Navarre,,triangle,FL,1/14/2007 21:50
Bradenton,,light,FL,1/14/2007 23:00
Oakland,,fireball,CA,1/14/2007 23:00
Vancouver,,,WA,1/14/2007 23:00
Daly City,,circle,CA,1/15/2007 1:45
Clemson,,oval,SC,1/15/2007 2:30
Orange City,RED ORANGE YELLOW,fireball,FL,1/15/2007 7:45
Beaverton,,various,OR,1/15/2007 14:00
Marshalltown,,oval,IA,1/15/2007 15:00
Babbitt,,light,MN,1/15/2007 17:30
West Mifflin,,sphere,PA,1/15/2007 18:27
Fayetteville,,light,NC,1/15/2007 19:00
Abbeville,GREEN,light,SC,1/15/2007 20:00
Cocoa Beach,,triangle,FL,1/15/2007 20:00
Jacksonville,GREEN,,FL,1/15/2007 21:00
Liberty,,,MO,1/15/2007 22:30
Eagle River,,,WI,1/16/2007 0:10
St. Petersburg; Madera Beach,,,FL,1/16/2007 0:12
Colchester,,light,VT,1/16/2007 6:00
Rockville,,disk,MD,1/16/2007 11:30
Tampa,,disk,FL,1/16/2007 12:00
Burbank,,disk,CA,1/16/2007 17:50
South Milford,,light,IN,1/16/2007 18:00
Woodville,,light,AL,1/16/2007 18:00
High Point,,triangle,NC,1/16/2007 18:30
Caseyville,,triangle,IL,1/16/2007 20:00
High Point,,chevron,NC,1/16/2007 21:00
Paincines,,light,CA,1/16/2007 21:00
Salinas,,oval,CA,1/16/2007 21:30
McKinney,,cigar,TX,1/16/2007 22:00
Paincines,,light,CA,1/16/2007 23:00
Willow Street,,light,PA,1/16/2007 23:30
Southgate,,triangle,MI,1/16/2007 23:45
Winston-Salem,,other,NC,1/17/2007 0:15
Miami,,light,FL,1/17/2007 1:30
Gila Bend,,sphere,AZ,1/17/2007 9:00
Grayslake,,disk,IL,1/17/2007 10:30
Laguna Beach,,sphere,CA,1/17/2007 16:30
Louisiana,,cigar,LA,1/17/2007 17:35
Del Mar,,sphere,CA,1/17/2007 18:15
Newport Beach,,,CA,1/17/2007 18:40
West Chester,RED,triangle,PA,1/17/2007 19:32
Davenport,,light,FL,1/17/2007 20:00
Mokena,RED,triangle,IL,1/17/2007 20:02
Drums,,disk,PA,1/17/2007 20:30
Bruceton Mills,,oval,WV,1/17/2007 20:45
New York City,,light,NY,1/18/2007 7:32
Rochester,BLUE,circle,NY,1/18/2007 7:35
Hebron,,light,CT,1/18/2007 12:00
Bovey,,light,MN,1/18/2007 18:30
Dallas,RED,triangle,TX,1/18/2007 21:25
San Antonio,,chevron,TX,1/18/2007 22:55
Felton,,circle,CA,1/19/2007 6:15
Colby,,various,KS,1/19/2007 11:07
Salyersville,BLUE,light,KY,1/19/2007 16:00
Springfield,,triangle,MO,1/19/2007 20:00
Collierville,RED BLUE,triangle,TN,1/19/2007 23:10
Enola,,formation,PA,1/19/2007 23:14
Ogden,,teardrop,UT,1/19/2007 23:45
Oneida,RED BLUE,oval,NY,1/20/2007 0:10
Elizabeth,,circle,WV,1/20/2007 1:00
Monroe,,cigar,MI,1/20/2007 8:20
Kannapolis,,rectangle,NC,1/20/2007 8:31
Eureka,,triangle,CA,1/20/2007 10:00
Tacoma,,sphere,WA,1/20/2007 12:35
Gurnee,RED,light,IL,1/20/2007 17:50
Paramount,,disk,CA,1/20/2007 18:00
Tampa,RED BLUE,egg,FL,1/20/2007 18:25
Paramount,RED,light,CA,1/20/2007 18:45
LaPorte,,triangle,IN,1/20/2007 18:48
Newtown,,,CT,1/20/2007 19:00
Ocean City,,other,MD,1/20/2007 19:57
Jordan,,triangle,MN,1/20/2007 21:01
Kirkland,RED,oval,WA,1/21/2007 2:00
San Francisco,RED,other,CA,1/21/2007 14:00
Lebanon,ORANGE,light,PA,1/21/2007 21:30
Norwalk,,various,OH,1/21/2007 23:00
Miami,,disk,FL,1/22/2007 17:30
Sebring,,fireball,FL,1/22/2007 20:30
Bellflower,,formation,CA,1/22/2007 21:00
Wilsonville,,light,OR,1/22/2007 21:00
Happy Valley,,light,OR,1/22/2007 22:30
Quartzite,,circle,AZ,1/22/2007 23:00
Ada,,teardrop,MN,1/23/2007 1:15
Baltimore,,triangle,MD,1/23/2007 12:00
New York City,,circle,NY,1/23/2007 16:30
Ridgefield,,light,WA,1/23/2007 17:30
Callahan,,light,FL,1/23/2007 18:00
Franklin,ORANGE,triangle,VA,1/23/2007 19:40
Seattle,RED,light,WA,1/23/2007 20:55
Carroll Valley,YELLOW,fireball,PA,1/23/2007 21:00
Hoover,RED,triangle,AL,1/23/2007 21:00
Dover,,triangle,DE,1/23/2007 22:30
Lake Norman,,,NC,1/24/2007 0:00
Burbank,,light,CA,1/24/2007 5:00
Mauldin,GREEN,fireball,SC,1/24/2007 8:00
Tacoma,,triangle,WA,1/24/2007 11:46
Cudahy,,light,CA,1/24/2007 12:00
Bunn,,cigar,NC,1/24/2007 12:10
Spokane,,triangle,WA,1/24/2007 16:48
Spokane,,triangle,WA,1/24/2007 16:48
Fort Worth,,triangle,TX,1/24/2007 17:00
Exeter,BLUE,various,NH,1/24/2007 18:00
Asheville,GREEN,,NC,1/24/2007 19:00
Leupp,,various,AZ,1/24/2007 19:40
Greenville,GREEN,light,SC,1/24/2007 19:54
Chesapeake,RED,fireball,VA,1/24/2007 19:55
Charlotte,,other,NC,1/24/2007 20:00
Franklin,,fireball,NC,1/24/2007 20:00
Greenville,,light,SC,1/24/2007 20:00
Leicester,,circle,NC,1/24/2007 20:00
Western Carolinas,,fireball,SC,1/24/2007 20:00
Bellevue,,other,WA,1/24/2007 20:36
Washington State,,,WA,1/25/2007 0:00
Las Vegas,,light,NV,1/25/2007 2:10
Grass Valley,,flash,CA,1/25/2007 4:45
Cumming,,sphere,GA,1/25/2007 6:45
Ashford,,triangle,WA,1/25/2007 13:30
Aurora,,light,CO,1/25/2007 15:30
Brewster,BLUE,light,NY,1/25/2007 18:30
Honolulu,,fireball,HI,1/25/2007 18:30
Frankfort,ORANGE,fireball,IN,1/25/2007 19:10
Newbury Park,,light,CA,1/25/2007 19:15
Otterbein,ORANGE,circle,IN,1/25/2007 19:30
Springfield,,triangle,MO,1/25/2007 20:00
Deer Park,,fireball,NY,1/25/2007 20:30
Medford,,cone,OR,1/25/2007 21:00
Nashville,,triangle,TN,1/25/2007 21:30
Bath,RED GREEN,egg,OH,1/25/2007 21:40
Oklahoma City,RED,light,OK,1/25/2007 22:04
Chesnee,,,SC,1/25/2007 22:55
Houston,YELLOW,sphere,TX,1/25/2007 23:30
Dixon,,disk,IL,1/26/2007 0:54
New York City,,oval,NY,1/26/2007 1:16
Osprey,,circle,FL,1/26/2007 1:56
Rocky Mount,,other,NC,1/26/2007 4:10
Los Angeles,,light,CA,1/26/2007 15:40
Honolulu,,light,HI,1/26/2007 18:30
Stockton Springs,ORANGE,light,ME,1/26/2007 19:10
Provo,,light,UT,1/26/2007 19:40
Summit,ORANGE,,MS,1/26/2007 21:30
Hendersonville,,light,TN,1/26/2007 22:30
Brighton,,,MI,1/27/2007 0:00
Garland,,light,TX,1/27/2007 3:00
Tifton - Omega,,cigar,GA,1/27/2007 6:00
Enola,,triangle,PA,1/27/2007 7:15
Spotsylvania,GREEN,fireball,VA,1/27/2007 12:17
Mountian Home,,sphere,AR,1/27/2007 17:00
Seattle,RED,disk,WA,1/27/2007 17:30
Norco,BLUE,light,CA,1/27/2007 18:30
Salem,BLUE,triangle,OR,1/27/2007 18:50
Anchorage,RED,disk,AK,1/27/2007 23:07
Ballard,,chevron,WA,1/28/2007 0:01
Fallon,,circle,NV,1/28/2007 2:00
Davison,,circle,MI,1/28/2007 13:00
Alabama,,cigar,GA,1/28/2007 17:00
Ridgefield,,light,WA,1/28/2007 18:11
Murrieta,,light,CA,1/28/2007 18:30
Seattle,,oval,WA,1/28/2007 20:00
Elkhart,,other,IN,1/28/2007 20:03
Mesa,,light,AZ,1/28/2007 20:15
Clarksville,BLUE,,TN,1/28/2007 20:30
Kissimmee,,disk,FL,1/29/2007 0:00
Ukiah,,rectangle,CA,1/29/2007 5:50
Cohasset,,light,MA,1/29/2007 8:00
Gilbert,,,AZ,1/29/2007 15:00
Bloomingdale,,light,IL,1/29/2007 17:30
Port Orchard,RED,light,WA,1/29/2007 18:00
Bremerton,RED,light,WA,1/29/2007 18:45
Pawleys Island,ORANGE,light,SC,1/29/2007 19:00
Pittsburgh,,fireball,PA,1/29/2007 20:00
Arlington,,sphere,WA,1/29/2007 20:30
Chicago,,light,IL,1/29/2007 23:00
Lake Station,YELLOW BLUE,disk,IN,1/29/2007 23:00
Folsom,,,CA,1/30/2007 7:30
Rockville,,cylinder,MD,1/30/2007 9:25
Round Lake,,disk,IL,1/30/2007 18:44
Rochester,RED,,MN,1/30/2007 22:10
Quincy,,cylinder,CA,1/30/2007 22:50
Burlington,,triangle,IA,1/31/2007 1:45
Miami,,light,FL,1/31/2007 14:00
Martinez,,triangle,GA,1/31/2007 19:00
Independence,,triangle,OH,2/1/2007 2:00
West Texas,BLUE,,TX,2/1/2007 12:00
Rock Hill,,cigar,SC,2/1/2007 15:00
Bowdoinham,,triangle,ME,2/1/2007 18:45
Los Angeles,,fireball,CA,2/1/2007 20:25
Sanford,,triangle,MI,2/1/2007 20:45
Grand Rapids,BLUE,fireball,MN,2/1/2007 21:00
Hastings,,triangle,MI,2/1/2007 23:00
Charlotte,ORANGE,oval,NC,2/1/2007 23:30
Boynton Beach,,light,FL,2/2/2007 0:00
St. Francis,,various,WI,2/2/2007 1:00
Jamaica,,fireball,VT,2/2/2007 2:30
Schaumburg,,oval,IL,2/2/2007 16:30
Santa Cruz,,disk,CA,2/2/2007 19:40
Mt. Prospect,GREEN,light,IL,2/2/2007 23:00
Saint Cloud,,cigar,FL,2/3/2007 9:30
Vineland,,sphere,NJ,2/3/2007 10:18
Pomona,,disk,CA,2/3/2007 11:36
Houston,,cylinder,TX,2/3/2007 16:53
Columbus,,triangle,OH,2/3/2007 21:00
Burbank,,light,CA,2/4/2007 0:00
High Island,,,TX,2/4/2007 0:00
Ladysmith,,circle,WI,2/4/2007 0:00
Goleta,,other,CA,2/4/2007 13:00
Westborough,,disk,MA,2/4/2007 15:20
Chandler,,circle,AZ,2/4/2007 17:05
Burbank,ORANGE,fireball,CA,2/4/2007 19:30
Auxvasse,GREEN,,MO,2/4/2007 19:47
Truxton,GREEN BLUE,fireball,MO,2/4/2007 19:55
Bettendorf,,,IA,2/4/2007 20:00
Naperville,,,IL,2/4/2007 20:00
San Diego,,light,CA,2/4/2007 20:00
Sumter,,triangle,SC,2/4/2007 20:00
Windsor,,sphere,MO,2/4/2007 21:00
King,RED ORANGE,,NC,2/4/2007 21:45
Cole Camp,,fireball,MO,2/4/2007 22:00
Malden,,oval,MA,2/5/2007 1:00
Baltimore,,circle,ME,2/5/2007 6:30
New Tazewell,,cigar,TN,2/5/2007 12:30
Douglasville,,cylinder,GA,2/5/2007 17:45
Prineville,,,OR,2/5/2007 19:15
Tucson,,oval,AZ,2/6/2007 13:30
Foothill Ranch,,disk,CA,2/6/2007 18:30
Foothill Ranch,,disk,CA,2/6/2007 18:30
Buckeye,,light,AZ,2/6/2007 19:45
Casa Grande,,light,AZ,2/6/2007 20:00
Laconia,,disk,NH,2/6/2007 20:00
Phoenix,,circle,AZ,2/6/2007 20:00
Scottsdale,,other,AZ,2/6/2007 20:00
Chandler,,triangle,AZ,2/6/2007 20:05
Tucson,ORANGE,light,AZ,2/6/2007 20:20
Arizona City,ORANGE,circle,AZ,2/6/2007 20:30
Liberty Hill,RED,oval,TX,2/6/2007 20:45
Phoenix,,formation,AZ,2/6/2007 21:00
Prescott Valley,,triangle,AZ,2/6/2007 21:00
Tempe,,triangle,AZ,2/6/2007 21:00
Point Reyes,,oval,CA,2/6/2007 22:50
Miami,,light,FL,2/6/2007 23:30
Templeton,ORANGE,oval,CA,2/6/2007 23:30
Cedar Rapids,,cigar,IA,2/6/2007 23:45
Pittsfield,,,MA,2/7/2007 0:00
Johnstown,RED,triangle,PA,2/7/2007 3:00
Leicester,GREEN,oval,MA,2/7/2007 3:30
Charleston,,light,SC,2/7/2007 10:00
Spokane,,disk,WA,2/7/2007 19:00
Peyton,,light,CO,2/7/2007 20:20
Austin,,formation,TX,2/7/2007 20:45
St. Joseph,,light,MI,2/7/2007 22:00
Shinnston,,triangle,WV,2/7/2007 22:07
Sugarloaf Mtn.,,light,MD,2/7/2007 22:15
Doral,,light,FL,2/8/2007 0:34
Lincoln,,light,RI,2/8/2007 1:40
Long Beach,,flash,CA,2/8/2007 2:00
Fort Defiance,BLUE,rectangle,VA,2/8/2007 12:30
San Francisco,,light,CA,2/8/2007 13:30
Roselle,,cylinder,IL,2/8/2007 16:45
Mt. Carmel,,light,IL,2/8/2007 19:00
Palatine,RED,,IL,2/8/2007 19:50
Lake Alfred,,sphere,FL,2/8/2007 21:00
Berrien Springs,,light,MI,2/8/2007 23:00
Fort Wayne,BLUE,triangle,IN,2/9/2007 4:45
Lillington,,circle,NC,2/10/2007 0:00
Boynton Beach,,light,FL,2/10/2007 8:00
Peoria,,light,IL,2/10/2007 8:30
Virginia Beach,,sphere,VA,2/10/2007 15:00
Pittsburgh,,disk,PA,2/10/2007 17:00
Lancaster,,teardrop,CA,2/10/2007 20:45
Nashville,,triangle,IN,2/10/2007 21:00
Crown Point,,light,IN,2/11/2007 0:20
Woodbury,,flash,NJ,2/11/2007 8:31
Oxnard,,light,CA,2/11/2007 19:25
Carroll Valley,,light,PA,2/11/2007 20:00
Ocalawaha,,,FL,2/11/2007 21:00
Renton,,,WA,2/11/2007 22:00
Everett,RED,chevron,WA,2/11/2007 22:51
Springfield,,circle,IL,2/12/2007 15:00
Lynn Haven,,disk,FL,2/12/2007 17:00
Orlando,,light,FL,2/12/2007 20:30
Sandy Springs,,light,GA,2/13/2007 19:40
Kingfield,,light,ME,2/13/2007 20:00
Edmonds,,triangle,WA,2/13/2007 22:00
Salt Lake City,,flash,UT,2/13/2007 22:30
Phoenix,,other,AZ,2/14/2007 0:30
Kansas City,,triangle,KS,2/14/2007 0:45
Huntington Station,,,NY,2/14/2007 1:11
Mount Airy,,light,NC,2/14/2007 5:15
Stone Mountain,,disk,GA,2/14/2007 17:30
Cuba,,light,NY,2/14/2007 19:00
San Ramon,BLUE,disk,CA,2/14/2007 20:30
Groton,,other,CT,2/14/2007 21:00
Exton,,fireball,PA,2/14/2007 23:00
Topeka,,light,KS,2/15/2007 7:00
Kernersville,,cylinder,NC,2/15/2007 11:15
Salem,,triangle,MO,2/15/2007 17:05
Golden's Bridge,RED,other,NY,2/15/2007 18:30
Sierra Vista,RED,disk,AZ,2/15/2007 19:00
Marquette,YELLOW,triangle,KS,2/15/2007 20:00
Florham Park,,light,NJ,2/15/2007 20:20
Denver,,other,CO,2/16/2007 0:00
Livingston,,rectangle,LA,2/16/2007 15:00
Cedar Rapids,GREEN,formation,IA,2/16/2007 19:00
Trout Run,,oval,PA,2/16/2007 19:00
Vienna,,rectangle,VA,2/16/2007 19:00
Alpharetta,,chevron,GA,2/16/2007 20:00
Walden,,triangle,VT,2/16/2007 20:00
Paris,,,MS,2/16/2007 20:30
Lexington,,triangle,KY,2/16/2007 21:51
Cleveland,RED,triangle,OH,2/17/2007 2:52
Pacific,,oval,WA,2/17/2007 3:30
Milwaukee,,oval,WI,2/17/2007 6:30
Portland,,various,OR,2/17/2007 8:00
Sultan,,other,WA,2/17/2007 14:50
Cerritos,,light,CA,2/17/2007 18:15
West Paris,,rectangle,ME,2/17/2007 18:40
Livingston,,triangle,LA,2/17/2007 19:00
Colmesneil,,,TX,2/17/2007 20:10
Mission Viejo,,sphere,CA,2/18/2007 4:00
Fort Smith,,light,AR,2/18/2007 17:00
Houston,,light,TX,2/18/2007 19:01
Hays,RED ORANGE YELLOW GREEN BLUE,fireball,MT,2/18/2007 20:00
Slana,GREEN,light,AK,2/18/2007 20:15
Sacramento,,fireball,CA,2/18/2007 22:00
Littlerock,,circle,AR,2/19/2007 14:00
West Point,ORANGE,circle,IA,2/19/2007 20:00
Fort Larome,,rectangle,OH,2/19/2007 22:00
Needles,,circle,CA,2/20/2007 13:00
Dale City,,circle,VA,2/20/2007 17:25
Cape May,,light,NJ,2/20/2007 19:00
Harrah,,triangle,OK,2/20/2007 19:00
Mequon,,triangle,WI,2/20/2007 19:15
Voorhees,,sphere,NJ,2/20/2007 20:00
Albuquerque,,chevron,NM,2/20/2007 20:45
Queen Creek,,oval,AZ,2/21/2007 12:15
Chico,,light,CA,2/21/2007 15:30
Akron,RED ORANGE YELLOW,light,OH,2/21/2007 19:10
Terre Haute,,light,IN,2/21/2007 20:00
Gridley,RED,triangle,IL,2/21/2007 21:00
Rome,,fireball,GA,2/21/2007 21:00
Spruce Pine,GREEN,fireball,NC,2/21/2007 21:17
Winchester,RED GREEN,diamond,TN,2/21/2007 22:15
Somerset,ORANGE,rectangle,PA,2/21/2007 22:45
Summit,,various,NJ,2/22/2007 1:00
Evansville,,rectangle,IN,2/22/2007 1:10
Des Moines,,light,IA,2/22/2007 2:27
Durham,GREEN,various,NH,2/22/2007 7:30
Hermitage,,triangle,TN,2/22/2007 8:00
Greenville,GREEN,triangle,SC,2/22/2007 19:30
Arlington,,light,WA,2/22/2007 19:45
Arlington Heights,,other,IL,2/22/2007 19:50
Juneau,,,WI,2/22/2007 20:00
Columbus,,fireball,GA,2/22/2007 20:15
Fort Lauderdale,,triangle,FL,2/22/2007 20:25
Huntington,ORANGE,teardrop,WV,2/22/2007 20:32
Jefferson,,light,NC,2/22/2007 21:00
Myrtle Beach,,light,SC,2/22/2007 23:30
Denver,,,CO,2/23/2007 7:39
Arroyo Grande,,light,CA,2/23/2007 9:30
Columbia,,oval,KY,2/23/2007 19:45
Kensington,,diamond,NH,2/23/2007 20:00
Huntington,,cone,WV,2/23/2007 20:40
Vista,,chevron,CA,2/24/2007 0:00
Lubbock,,oval,TX,2/24/2007 9:43
Marlboro,,other,MA,2/24/2007 13:00
Muncie,RED,rectangle,IN,2/24/2007 16:00
Oak Island,,fireball,NC,2/24/2007 19:00
Portsmouth,ORANGE,sphere,VA,2/24/2007 19:30
West Melbourne,,various,FL,2/24/2007 20:06
Berlin,,triangle,CT,2/24/2007 21:00
Irvine,,disk,CA,2/24/2007 21:00
New York City,,,NY,2/24/2007 21:00
Carmel-by-the-Sea,,sphere,CA,2/24/2007 22:25
Queen Creek,,light,AZ,2/25/2007 0:26
Briarwood,,flash,NY,2/25/2007 17:46
Auburn,,light,AL,2/25/2007 21:30
Horseshoe,GREEN,fireball,NC,2/25/2007 22:20
Seneca,BLUE,teardrop,SC,2/25/2007 22:30
Fort Lauderdale,,fireball,FL,2/25/2007 23:00
New York City,,circle,NY,2/26/2007 7:30
Sacramento,RED,cigar,CA,2/26/2007 11:00
in flight,,triangle,AZ,2/26/2007 15:00
San Pedro,RED,oval,CA,2/26/2007 15:48
Sunnyside,,light,WA,2/26/2007 20:49
Beavercreek,RED,circle,OH,2/26/2007 21:40
New Kensington,,other,PA,2/27/2007 1:00
Santa Rosa,RED,triangle,CA,2/27/2007 5:10
Summerville,,sphere,SC,2/27/2007 17:10
Kingstree,,light,SC,2/27/2007 20:00
New York City,,cross,NY,2/27/2007 22:30
Kentwood,,triangle,LA,2/28/2007 3:30
Springville,YELLOW,,AL,2/28/2007 6:00
Eastaboga,,other,AL,2/28/2007 9:00
Sanford,,sphere,FL,2/28/2007 10:30
Charlotte,BLUE,circle,NC,2/28/2007 12:30
Island Pond,,disk,VT,2/28/2007 13:30
Melbourne,,sphere,FL,2/28/2007 15:30
Athens,,triangle,AL,2/28/2007 18:00
Atlanta,,fireball,GA,2/28/2007 18:00
Sonora,,light,CA,2/28/2007 18:43
Woodburn,,light,OR,2/28/2007 19:12
Gila Bend,,light,AZ,2/28/2007 19:22
Madison,,triangle,AL,2/28/2007 20:00
Marana,,triangle,AZ,2/28/2007 20:00
Sarasota,,disk,FL,2/28/2007 20:30
Nevada,,light,MO,2/28/2007 21:00
Bethel,,light,OH,2/28/2007 23:40
Charlotte,ORANGE,light,NC,3/1/2007 0:30
St. Petersburg,,,FL,3/1/2007 3:00
Salt Lake City,,other,UT,3/1/2007 6:00
St. Charles,,triangle,MO,3/1/2007 12:00
Boyes Hot Springs,,formation,CA,3/1/2007 17:30
Cabool,,circle,MO,3/1/2007 18:30
Hutchinson,,circle,KS,3/1/2007 19:10
Rialto,ORANGE,light,CA,3/1/2007 20:00
San Carlos,,oval,CA,3/1/2007 20:19
Halletsville,,fireball,TX,3/1/2007 21:30
Albuquerque,BLUE,sphere,NM,3/1/2007 21:35
Montgomery,,light,TX,3/1/2007 22:00
McKinney,,,TX,3/1/2007 22:30
Hollywood,,fireball,CA,3/1/2007 23:30
Stephenville,,flash,TX,3/2/2007 1:56
Littlerock,,cigar,AR,3/2/2007 16:00
Churchton,,oval,MD,3/2/2007 16:40
Marshall,,light,MO,3/2/2007 19:30
Rockwall,GREEN,light,TX,3/2/2007 20:00
San Diego,,fireball,CA,3/2/2007 20:30
Fleming,,light,KY,3/2/2007 22:00
Willow Grove,,other,PA,3/2/2007 22:00
Poway,,light,CA,3/2/2007 22:30
Kansas City,,formation,MO,3/3/2007 1:45
Milford,,light,CT,3/3/2007 7:00
Oglala,,,SD,3/3/2007 8:00
Merced,,sphere,CA,3/3/2007 11:00
Garden Grove,,cylinder,CA,3/3/2007 12:00
Boynton Beach,,disk,FL,3/3/2007 16:50
Mdison,BLUE,circle,ME,3/3/2007 18:00
Bremerton,,light,WA,3/3/2007 19:30
Oakwood,,other,GA,3/3/2007 20:00
Redwood City,,triangle,CA,3/3/2007 21:00
Gallatin,,oval,TN,3/3/2007 22:00
Cincinnati,,circle,KY,3/3/2007 23:00
Caldwell,,disk,TX,3/4/2007 0:00
Seattle,,other,WA,3/4/2007 0:00
Las Vegas,BLUE,circle,NV,3/4/2007 11:00
Maui,,cylinder,HI,3/4/2007 16:00
Miami,,cone,FL,3/4/2007 18:45
Elkhart,YELLOW,light,IN,3/4/2007 19:33
